labels,notes,notes_len
0,52 52 47 50 35 42 45 42 35 38 47 55 54 55 54 54 35 42 43 42 38 35 54 56 54 52 54 56 59 47 49 51 49 47 52 45 45 47 49 47 45 47 35 42 45 47 49 49 52 54 52 54 55 54 52 54 50 52 40,59
0,33 35 40 40 42 42 40 40 40 35 37 37 38 37 35 33 28 30 33 35 40 28 35 35 32 30 35 28 30 35 32 30 28 40 40 42 40 52 47 37,40
0,37 39 42 44 46 44 46 44 42 44 44 42 39 37 39 42 44 46 51 46 44 44 42 44 44 42 44 46 49 46 49 46 44 42 44 42 41 42 37 39 42 44 46 44 42 44 51 39 42,49
0,44 45 42 44 45 40 47 47 47 44 45 42 44 44 45 42 44 47 47 47 52 54 52 54 56 54 52 52 23 25 27 28 30 32 33 45 47 49 52 35 54 52 54 47 28 32 49 47 45 47 30 27 45 42 28 25 44 40 47 44 28 45 44 42 40 33 30 35 36 40 42 40 42 27 40 28 25 44 44,79
0,44 42 41 44 42 41 39 47 46 44 42 41 46 44 42 41 44 42 41 39 47 46 44 49 49 39 41 42 44 46 44 42 41 44 42 41 39 47 46 44 42 41 46 44 42 41 44 42 41 39 47 46 44 49 49 39,56
0,33 40 33 40 35 42 35 47 47 35 45 30 47 38 45 37 47 35 50 30 47 42 42 40 47 47 38 45 35 47 50 33 49 35 45 47 42 45 42 47 47 40 45 38 47 40 45 42 47 40 45 33 47 35 42 42 47 47 40 45 38 47 50 33 49 35 45 47 35 42 35 47 37 47 38 45 40 47 45 45 43 47 42 50 38 47 30 42 30 47 47 33 45 35 47 50 33 49 35 45 47 42 42 40 47 47 38 45 35 47 40 45 38 47 35 45 30 47 35 42 42 47 47 40 45 38 47 50 33 49 35 45 47 42,134
0,40 37 37 35 35 35 33 28 38 40 37 37 35 35 33 21 33 45 23 44 25 40 26 42 30,25
0,40 52 42 54 43 55 45 57 48 60 47 59 50 62 48 60 47 59 48 60 47 59 42 54 40 52 35 47 40 52 43 55 45 57 43 55 42 54 43 55 40 52 35 47 40 52 42 54 45 57 43 55 47 59 48 60 47 59 40 52 50 62 48 60 50 62 48 60 55 67 54 66 52 64 55 67 57 69 54 66 38,81
0,37 37 40 37 35 33 35 33 30 37 37 40 42 45 42 42 40 40 37 37 42 42 45 42 40 37 33 35 37 35 35 35 37 40 37 35 33 35 33 30 37,41
0,49 57 52 54 49 26 30 25 28 26 30 26 30 25 28 26 30 38 30 33 38 38 40 50 54 57 52 45 33 40 45 38,32
0,45 48 48 47 45 47 50 43 40 41 43 45 48 48 45 48 52 50 48 47 45 47 48 48,24
0,34 37 37 37 39 37 34 34 32 30 32 32 32 34 30 32 32 30 27 37 37 37 32 34 32 46 51 44 49 46 51 39 39 37 34 37 37 37 39 37 34 34 32 30 32 34 37 39 34 34 32 30 32 32 32 25 27 30 37,59
0,28 40 39 37 40 25 37 39 40 27 39 35 37 39 32 23 34 35 37 39 20 37 35 42 40 27 40 39 39 37 25 37 35 39 37 22 30 37 37 28 42 42 44 44 23 37 28 39 40 39 37 27 39 39 40 39 35 25 37 39 23 39 27 42 40 40 39 20 39 35 35 35 25 40 39 37 40 27 39 35 35 35 27 39,84
0,36 41 41 44 46 46 46 43 41 39 36 39 41 39 41 41 39 32 34 36 39 36 34 32 34 36 34 36 34 32 29 36 39 41 41 44 43 39 41 34 29 46,42
0,41 42 46 44 41 42 39 37 41 42 46 44 41 41 42 39 37 37,18
0,49 51 47 44 42 40 39 40 37 39 40 40 39 37 35 52 51 49 47 47 44 47 49 47 42 44 45 47 52 51 47 54 52 51 47 45 47 52 45 47 54 52 47 35 32,45
0,46 47 49 51 44 49 42 46 47 46 44 51 49 47 46 42 49 66 61 45 57 42 54 42 49 47 64 45 59 56 40 52 40 47 45 66 42 63 60 42 57 44 45 44 68 66 61 49 53 56 61 46 47 49 49 47 46 44 42 41 44 47 46 44 41 46 44 42 42 46 42 41 39 37 39 41 42 46 51 51 53 54 53 51 46 46 49 44 48 41 46 37 41 39 44 43 41 39 43 36,100
0,28 33 28 33 37 30 40 37 35 33 35 28 42 42 45 42 40 42 40 42 40 42 45 42 40 42 40 37 40 37 33 35 40 37 42 40 37 40 35 40 49 52 54 52 54 57 54 52 52 54 57 61 59 57 54 52 54 52 52 54 57 54 61 61 59 61 64 61 59 57 54 57 61 59 54 52 28,77
0,56 54 52 47 56 54 52 51 52 51 52 49 52 56 57 56 59 61 59 42,20
0,49 47 44 42 44 40 39 37 35 37 49 47 44 42 44 40 39 37 35 37 49 47 44 42 44 40 44 39 42 40 44 44 47 35 42 37 40 39 40 42 44 49 47 49 51 52 51 49 47 47 44 42 40 42 42 44 42 39 37 35 37 51 49 47 49 47 42 44 47 42 44 42 40 39 37 37 44,77
0,44 42 49 47 42 37 46 44 37 35 42 46 47 46 42 39 47 46 42 34 35 51 25 28 44 42 47 56 44 39 35 42 58 39 35 30 34 59 35 30 27 30 54 27 30 25 27 37 54 35 49 51 47 54 49 51 47 54 49 51 37 47 35 54 49 51 37 47 39 54 47 49 47 54 42 47 49 47 54 44 47 49 47 54 39 47 35 49 47 37 54 52 40 39 51 47 35 44 32 49 51 49 52 44 30 51 54 42 49 47 46 44 42 27 54 49 32,117
0,35 34 35 42 35 34 32 34 32 34 44 49 46 29 32 30 29 27 22 34 27 29 46 37 39 41 42 44 45 34 46 32 44 41 42 44 46 47 48 37 49 47 34 46 35 44 42 44 32 46 44 46 44 46 44 46 44 46 44 46 44 46 44 42 44 34 46 32 37 39 42 44 30 42 44 46 39 27 51,79
0,49 47 45 47 49 49 49 49 49 49 49 47 47 47 49 47 45 45 47 45 44 37 35 37 35 35 33 33 33 32 28 30 28 30 33 35 33 30 28 30 33 35 33 37 40 42 45 45 47 45 47 49 49 54 49 52 54 54 57 56 52 47 45 44 40 35 32 33 21,69
0,39 37 34 37 37 39 37 34 37 42 44 42 39 42 51 49 49 34,18
0,34 36 38 29 41 37 46 44 42 41 39 37 39 39 41 44 37 29 34 36 31 33 29,23
0,47 45 40 33 52 45 40 52 45 40 52 52 54 50 52 48 50 47 48 45 47 43 45 42 43 40 42 38 40 36 38 35 36 33 35 31 23 18 19 23 59 60 57 59 55 57 54 55 52 54 50 52 48 50 47 48 45 47 43 45 42 30 43 35 40 30 42 31 52 35 28 30 31 35 30 31 33 45 48 52 45 48 53 31 45 48 33 55 45 48 53 40 45 48 52 48 38 43 47 52 43 47 53 43 47 35 52 43 47 53 36 43 47 38 52 43 40 47 53 47 45 43 48 43 45 40 47 43 48 38 35 31 40 43 47 40 47 52 64 33,140
0,42 44 44 47 46 45 35 37 39 42 44 47 49 42 44 35 35 37 40 42 44 42 44 37 40 42 40 40 37 40 44 42 35,33
0,41 42 46 44 41 42 39 37 41 42 46 44 41 41 42 39 37 41,18
0,43 38 31 33 38 31 30 31 33 28 43 31,12
0,40 43 40 43 42 40 40 42 40 35 38 38 35 33 35 40 43 40 38 33 35 38 35 38 35 33 35 31 28 28 35 33 35 33 33 35 26 28 31 33 35 28 31 26,44
0,34 35 34 30 25 27 35 39 30,9
0,53 36 34 36 39 36 34 32 31 29 36,11
0,47 47 47 45 45 45 45 47 49 49 50 52 52 50 50 49 47 45 45 45 47 49 47 47 47 47 45 45 45 40 40 40 47 47 47 45 45 45 45 47 49 49 50 52 52 50 50 49 50 52 45,51
0,49 61 46 58 46 58 47 59 37 49 39 51 37 49 39 51 40 52 39 51 27 39 37 49 35 47 34 46 42 54 39 51 35 47 34 46 35 47 32 44 39 51 37 49 42,45
0,45 57 50 62 45 57 43 55 45 57 38 50 36 48 33 45 36 48 33 45 40 52 38 50 36 48 33 45 33 45 34 46 33 45 26 38 29 41 31 43 33 45 38 50 40 52 41 53 45 57 36 48 46 58 45 57 43 55 42 54 42 54 44 56 54,65
0,39 37 39 35 32 37 35 37 32 37 39 40 39 37 39 35 32 44 42 40 39 40 39 37 35 37 40 42 44 42 40 39 40 39 37 35 37 35,38
0,22 24 22 24 27 32 34 36 37 39 39 46 44 44 46 41 29 32 36 37 37 36 32 34 32 39 44 46 48 36 39 44 46 44 46 48 44 41 44 46 43 43 36 44 44 41 43 44 46 44 41 43 44 46 48 46 44 46 44 48 44 46 44 46 44 41 41 44 41 36 41 36 34 36 34 32 32 27 29 27 22 20 22 20 17 15 37 44 44 44 44 44 44 44 39 48 46 44 46 44 36,101
0,46 49 46 44 46 39 49 44 46 37 42 44 39 42 44 49 46 37 39 44 42 39 46 49 46 44 37 44 46 37 39,31
0,31 33 31 26 24 28 31 31 33 26 47 48 47 43 38 47 48 47 43 38 43 40 41 43 44 46 48 46 44 43 44 43 41 43 44 43 43 41 44 43 36 32 36 39 43 41 39 41 46 43 41 39 38 39 36 35 48,57
0,43 55 43 55 40 52 43 55 45 57 48 60 43 55 43 55 40 52 43 55 48 60 45 57 43 55 43 55 40 52 43 55 45 57 48 60 43 55 43 55 40 52 43 55 48 60 45 57 48,49
0,35 35 37 37 40 40 42 42 44 44 42 42 40 40 37 37 44 37 47 40 37 49 42 44 47 49 42 42 51 39 35 47 42 42 35 44 37 49 40 37 51 44 44 32 44 32 44 32 44 32 44 32 44 42 32 44 40 42 42 40 37 40 42 42 37 40 37 40 42 42 40 37 40 40 42 37 40 40 44 47 47 42 44 49 47 32,86
0,37 32 35 37 40 37 35 37 40 37 35 32 30 32 35 37 35 32 30 32 30 28 25 35 35 35 32 35 37 35 37 40,32
0,57 38 41 45 38 41 45 36 40 43 38 41 45 41 45 50 50 55 36 40 43 36 40 43 34 38 41 36 40 43 40 43 48 55 40 43 40 43 38 41 40 43 40 43 48 40 41 53 34 43 36 45 41 38 41 41 43 38 41 57 41 45 41 45 40 43 41 45 45 50 62 50 53 48 52 55 45 48 40 43 41 40 41 55 40 48 40 48 60 48 50 43 44 38 45 57 38 43 38 41 41,101
0,32 32 32 29 29 29 29 36 36 39 36 32 34 34 36 34 31 32 32 34 36 36 32 28 28 27 27 27,28
0,35 36 35 40 35 33 35 43 35 33 35 43 42 40 33 31 33 35 38 40 35 33 35 43 42 38 40 38 35 52 47 50 45 50 47 43 45 47 50 52 47 45 47 54 45 47 55 52 35,49
0,44 45 38 45 44 45 44 44 42 41 37 45 44 42 37 45 49 37 44 47 37 45 49 37 42 42 41 42 44 45 38 45 44 45 37 38 45 45 44 47 40 44 44 40 42 42 47 42 46 42 45 42 44 44 45 45 30 47,58
0,40 37 35 35 30 28 32 30 28 30 28 25 23 18 16 18 16 13 13 11 13 16 18 20 23 25 28 30 32 30 28 30 25 28 30 32 28 30 28 25 23 25 28 25 32 25 32 30 28 30 28 25 28 30 32 32 30 28 30 28 37 42 42 44 42 40 42 40 39 40 39 40 35 34 35 34 35 34 37 37,80
0,29 31 34 36 38 36 34 36 38 31 34 36 38 36 34 43 43 41 38 41 36 38 34 38 36 34 36 34 29 31 24 26 24 22 19 22 24 19 22 19 22 22 24 26 31 34 36 34 36 34 38 34 31 38 34 31 41 36 38 41 43 45 46 45 41 46 45 41 46 45 41 46 45 41 36 45 41 36 38 36 31 36 29 31 34 36 38 36 34 31 34 36 38 41 43 46 45 41 45 41 36 41 43 46 48 53 48 45 41 36 33 29 31 34 36 41 41,117
0,49 33 33 35 37 38 37 38 40 38 40 41 40 38 36 38 36 35 36 35 33 36 38 36 35 33 35 28 32 28 29 29 31 33 35 26 36 31 36 31 36 31 36 31 33 35 36 41 40 38 36 35 35 36 35 33 33 32 36 29 38 36 35 29 28 26 23 21 20 17 14 16 43,73
0,41 43 46 48 50 46 43 48 48 45 41 46 41 43 46 48 50 46 43 48 41 48 46 41 43 41 36 38 41 36 43 34 46 48 50 46 43 48 48 45 41 46 41 43 46 48 50 46 43 48 41 48 46 29,54
0,38 40 51 52 54 56 54 52 51 49 61 61 64 61 59 54 52 49 56 47 47 42 40 42 40 42 52 49 52 49 52 52 49 52 47 52 54 59 40,39
0,37 49 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 54 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 33 32 33 30 33 32 33 35 56 33 32 33 30 33 32 33 37 49 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 54 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 49 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 52 33 32 33 30 33 32 33 35 33 32 33 30 52 33 32 33 37 47 33 32 33 30 33 32 45 33 35 33 32 33 30 33 32 33 37 42 33 32 33 30 33 32 33 35 54 33 32 33 30 61 33 32 33 37 61 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37 57 33 32 33 30 33 32 56 33 35 33 32 64 33 30 33 32 33 37 59 33 32 33 30 33 32 33 35 33 32 33 30 61 33 32 33 37 54 33 32 33 30 33 32 33 35 33 32 33 30 33 32 33 37,277
0,40 38 37 38 37 38 42 49 47 40 42 52 50 49 47 49 28 40 37 37 35 37 38 30 28 30 21 23 25 26 28 30 33 37 37 35 33 30 32 37 38 37 35 40 37 30,46
0,23 26 28 30 35 38 40 38 35 38 40 42 45 47 50 52 49 49 49 45 45 45 45 42 42 42 40 40 42 40 38 47 35 38 47 50 52 54 55 54 59 59 57 54 57 62 59 59 59 59 57 57 57 57 59 57 54 47 50 54 52 50 52 54 52 50 47 62 64 62 42 61 47 49 52 50 49 47 45 47 42 50 49 47 47,85
0,35 40 39 37 35 37 40 39 37 35 32 39 44 39 47 32 35 40 39 37 35 37 32 35 40 39 37 35 37 42,30
0,32 35 42 32 35 32 42 44 42 39 39 40 42 39 35 32 35 35 32 30 30 32 34 35 37 39 37 35 37 39 40 42 44,33
0,41 41 44 46 46 53 49 49 51 49 41 41 53 53 58 58 53 53 41,19
0,31 33 35 35 38 35 33 31 26 28 31 33 35 35 38 35 33 33 31 33 31 33 35 35 38 35 33 31 26 28 28 35 33 33 31 28 26 28 31 31,40
0,33 36 38 36 38 36 33 26 29 31 29 31 33 33 41 38 40 38 36 33 38 45 43 45 43 41 38 38 40 41 43 45 40 26 29 31 29 31 33 33 36 38 43 45 40 26 29 31 29 28 26 38,52
0,49 51 54 51 56 54 51 49 51 54 51 51 56 51 49 51 49 47 44 49 51 49 47 44 42 44 47 30 32 39 35,31
0,43 52 45 55 47 48 57 59 57 52 55 33 57 35 33 31 33 52 28 59 57 59 55 57 21 24 21 24 26 28 52 57 59 57 28 55 24 57 55 26 52 28 50 29 45 50 55 57 55 31 52 35 33 31 52 55 28 57 59 33 57 52 55 33 57 35 33 31 33 52 28 59 57 59 55 57 21 24 21 24 26 28 52 57 59 57 28 24 52 50 26 48 28 50 52 26 50 52 50 48 24 45 48 45 21 40,106
0,41 43 46 48 50 51 50 48 46 43 46 46 48 43 41 39 41 39 41 43 46 43 48 51 53 51 50 48 46 43 46 48 51 50 48 46 43 46 48 48 36,41
0,56 54 51 49 49 51 49 47 48 36 36 39 37 46 48 51 51 49 47 49 49 47 44 42 44 39 48 39 41 49 41 41 49 41 43 51 43 43 51 43 44 46 44 44 44 46 44 49 49 48 44 41 39 41 44 39 37 35 37 35 39 37 35 32 30 28 27 27 27 27,70
0,26 28 31 33 35 38 40 38 35 43 40 42 33 31 33 28 31 28 31 33 35 35 40 45 42 40 42 42 40 42 43 50 42 43 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 48 47 47 45 48 43 47 42 43 42 40 38 36 35 38 36 35 33 35 35 35 40 35 36 35 36 35 33 31 33 23 28 30 31 30 28 28 26 23 21 23 21 19 23 28 30 31 35 33 35 36 38 40 42 43 45 47 47 48 50 47 48 50 52 40 43,122
0,37 40 32 37 40 44 37 40 42 37 40 42 35 40 42 40 47 37 40 42 40 37 40 42 40 35 40 42 40 47 37 40 42 40 37 40 42 40 35 40 42 40 47 37 40 42 40 37 40 42 40 35 42 47 42 35 23,57
0,40 40 42 44 45 44 47 45 44 40 42 44 45 47 40 47 45 44 42 39 37 33 36 42 40 35,26
0,44 52 51 49 47 49 51 47 44 49 49 44 42 47 47 47 42 44 37 37 44 42 44 47 44 42 40 42 42 42 44 39 37 35 37 37 37 49,38
0,45 44 42 38 45 44 42 40 37 42 40 38 37 35 33 35 37 42 44 45 45,21
0,30 33 35 35 35 33 35 30 35 33 33 30 33 35 33 35 38 37 33 30 30 33 35 35 35 33 35 35 38 40 40 40 38 40 38 37 35 38 37 33 35 26,42
0,39 35 41 44 42 37 39 42 35 41 44 46 42 41 37 39 46 44 41 42 39 34 35 32 25 30 42 46 49 46 46,31
0,49 46 37 32 34 39 39 54 37 53 34 27 35 51 29 30 32 51 53 34 54 35 56 37 56 54 29 53 30 49 29 46 27 46 30 44 32 35 42 34 51 34 49 32 46 30 42 29 39 30 27 42 30 35 47 34 46 32 44 34 46 15 42 22,64
0,37 39 40 42 44 44 52 52 51 49 47 44 45 44 42 40 44 37 42 44 45 45 47 49 49 51 52 54 52 52 51 49 51 37 37,35
0,45 47 45 44 42 42 44 40 39 40 49 47 44 45 47 45 44 42 44 49 51 52 51 51 52 54 52 51 52 51 49 40 42 44 42 40 44 42 44 47 42 35,42
0,32 35 37 40 39 35 37 51 52 51 52 32 54 35 37 56 40 42 47 44 56 54 52 49 47 44 42 40 42 42 44 47 47 49 44 44 47 44 47 44 42 40 42 44 42 35 37 44,48
0,50 47 42 37 38 45 43 42 35 37 38 42 47 49 50 49 50 54 61 59 62 50 52 54 30 54 61 43 42 30,30
0,38 43 45 50 50 50 50 48 51 48 45 48 51 50 50 48 46 46 45 43 36 38 38 50 47 48 50 39 51 38 50 36 48 39 51 38 50 36 48 36 48 34 46 33 50 33 57 34 55 46 48 33 50 36 45 34 33 45 46 33 45 31 43 38,64
0,43 41 39 43 41 39 36 31 29 27 24 36 39 41 19 22 43 24 41 39 22 36 19 31 22 34 26 24 19 22 46 48 43 46 41 43 41 39 36 19 22 24 27 29 31 36 48 34 43 55 36 41 53 39 51 41 53 46 58 22 43 55 41 53 27 39 51 34 34,69
0,38 53 45 53 52 50 41 40 48 48 50 52 48 45 38 50 41 43 45 50 53 45 53 57 52 55 50 53 38 41 43 50 55 50 36 48 50 48 47 33 45 40 36 33 31 43 38 43 45 33 50 36 45 48 45 38 38 43 45 43 41 36 40 43 24 45 48 29 41 28 40 26 38 38 38,75
0,39 42 44 42 44 39 37 39 46 47 46 35 39 42 37 35 37 39 39 40 39 35 32 37 34 32 35 47,28
0,44 47 42 46 44 47 42 46 44 47 42 46 39 51 37 49 35 47 37 49 39 51 30 32 35 37 39 35 39 35 39 37 35 32 39 39 39 37 35 32 39 42 39 44 35 37 39 37 35 32 37 37 39 42 39 37 37 32 30 37 37 39 44 39 42 39 42 39 44 44 46 44 42 44 42 39 40 42 35 37 39 37 35 32 37 37 39 42 39 37 37 35 32 37 37 39 44 39 42 30,100
0,51 51 54 52 51 49 44 51 51 54 52 51 49 47 49 47 51 54 51 51 47 44 49 49 47 46 44 51 49 47 46 42 30 39,34
0,59 61 64 66 64 37 28 33 59 56 32 54 56 59 61 59 32 35 30 28 47 49 52 54 52 37 28 33 35 32 30 35 32 35 37 35 35,37
0,45 47 48 50 48 43 53 38 53 38 53 36 52 35 50 33 48 35 50 36 52 33 31 33 40 43 45 47 48 50 48 43 53 53 53 52 38 50 38 48 40 47 36 45 45,45
0,47 44 45 47 45 44 44 44 45 47 52 45 44 42 40 47 47 49,18
0,51 43 43 43 43 39 36 39 41 39 41 43 38 38 39 38 36 37 38 36 34 36 34 34 34 34 43 34 43 34 46 34 43 34 43 34 44 34 41 34 43 34 44 43 41 39 38 39 34 41 34 43 34 41 34 39 34 41 34 43 41 41 39 38 39 41 34 46 46 31,70
0,31 33 35 36 35 34 35 33 31 33 31 31 31 30 28 30 31 33 31 33 35 36 35 33 31 33 31 33 35 36 35 35 36 38 40 38 36 35 33 33 31 30 28 30 31 26 43 47,48
0,46 48 46 41 43 41 39 36 36 39 31 41 48 29 46 29 46 44 43 36 44 34 32 34 36 34 36 31 29 34 36 36 39 43 41 44 39 41 43 46 48 51 44 48 44 48 44 46 44 48 24 36 48 29 34 46 41 43 41 41,60
0,33 38 38 38 40 38 33 38 38 35 37 38 21,13
0,29 34 38 41 43 41 43 40 41 40 48 46 45 46 45 43 45 43 41 38 41 45 43 41 43 43 48 50 52 50 45 48 48 43 45 43 40 38 40 45 43 45 48 50 48 45 43 45 43 40 38 36 43 31,54
0,39 42 44 39 47 44 51 54 53 51 54 53 51 49 51 49 47 49 47 49 47 44 44 47 47 47 49 50 49 47 49 49 49 50 49 37 38 39 39 44 44 42 42 43 44 39 37 39 39 35 39 37 35 36 37 37 37 32 42 43 44 42 44 32,64
0,36 38 40 43 45 43 45 43 33 45 41 53 41 53 40 52 38 50 36 48 36 38 40 41 43 45 45 57 48 60 47 59 45 57 43 55 40 52 38 50 38 50 40 52 41 53 43 55 41 53 40 52 48 60 46 58 45 57 38 50 38 50 52 40 41 53 33 45 41 53 41 53 41 53 40 52 38 50 38 50 40 52 41 53 43 55 31,87
0,43 47 50 43 42 43 38 40 38 38 28 36 35 33 31 31 33 35 31 36 38 39 39 36 38 26 30 38 26 30 38 26,32
0,45 39 41 46 45 38 43 46 45 38 43 46 45 39 41 46 45 36 43 46 45 36 43 46 45 36 41 46 45 36 41 46 45 38 43 46 45 38 43 14 46 45 38 43 19 46 45 21 38 43 22 46 45 41 38 36 34 36 36 24 41 43 46 48 26 50 53 55 53 29 43 45 46 45 46 43 27 39 41 46 43 39 43 46 43 39 43 26 46 43 39 43 46 43 24 39 43 41 46 39 43 22 41 46 36 41 24 41 45 50 48 53 58 60 19 38,116
0,28 30 28 25 28 33 35 30 33 35 33 30 33 37 40 35 40 40 40 40 42 37 40 35 37 33 30 30 28 30 28 28,32
0,51 44 43 46 44 51 44 43 46 29 32 34 36 34 36 39 39 41 39 41 39 36 34 32 39 36 29 32 33 34 36 34 32 29 39 29 31 32 27 32 31 29 32 41 44,45
0,44 37 36 37 47 45 44 42 41 42 50 49 47 45 44 53 54 56 37 54 53 54 25 57 56 54 37 54 53 54 25 57 56 57 37 54 53 54 25 54 38 62 37 61 35 59 33 57 32 56 32 56 30 54 29 53 30 49 54 37 49 54 61 30 49 54 52 37 49 54 61 30 49 54 52 37 49 54 61 49 54 38 37 35 54 57 33 56 32 54 30 49 54 37 49 54 61 30 49 54 52 37 49 54 61 30 49 54 52 37 49 54 61 49 54 38 37 35 54 57 33 56 32 54 42,125
0,50 52 54 50 52 52 52 54 57 54 57 54 52 50 52 54 47 50 45 50 52 54 57 47 50 47 35,27
0,49 48 46 49 46 49 48 46 41 39 37 37 37 36 34 34 41 39 37 37 36 34 34 29 27 27 29 32 44 35 44 44 45 47 37 47 47 49 39 44 54 52 54 56 49 51 52 56 41,49
0,39 39 44 48 51 39 36 32 44 31 43 48 51 39 36 31 51 29 53 55 37 56 56 53 36 51 34 32 34 36 48 46 41 44 43 44 31 32 48 31 46 37 44 41 39 43 41 44 46 48 38 46 41 41 39 43 43 44 46 36 44 44 27 32 34 51 36,67
0,35 40 32 35 39 39 35 40 52 51 49 47 49 47 49 44 42 44 47 49 47 44 47 49 52 49 52 44 52 51 49 51 49 44 42 44 47 42 42 37 40 49 47 44 35,45
0,50 48 46 41 46 48 50 48 46 45 43 45 46 48 41 43 41 46 45 43 41 50 48 46 45 43 46 45 43 41 41,31
0,42 45 50 47 45 42 45 47 50 45 50 52 54 52 50 52 50 47 50 45 45 42 45 47 45 47 50 52 50 47 42 40 38 40 38 35 33 35 40 42 45 50 40 42 45 30 38,47
0,41 45 43 40 36 38 41 45 43 40 36 38 50 48 46 45 43 41 43 44 43 44 45 46 45 46 45 40 42 45 40 38 38 33,34
0,54 49 30 52 33 30 33 30 45 33 30 47 33 30 49 33 30 33 30 42 33 30 37 33 30 40 33 30 37 33 30 33 30 33 30 49 33 30 33 30 45 33 30 47 33 30 49 33 30 33 30 42 33 30 44 33 30 33 30 42 33 30 33 30 33 37,66
0,38 40 42 43 45 42 47 45 47 42 40 38 30 33 30 28 26 42 45 47 50 47 45 37 38 40 42 40 38 33 35 47 50 52 50 47 45 47 42 40 42 45 47 45 42 40 38 38 40 42 45 47 50 52 50 52 54 47 50 52 50 52 50 52 54 45 47 50 26,69
0,34 46 37 49 39 51 41 53 37 49 39 51 34 46 37 49 39 51 37 49 34 46 32 44 46 49 51 53 42 54 44 56 42 54 44 56 46 58 49 61 46 58 49 61 51 63 49 61 46 58 44 56 46 58 44 56 42 54 44 56 42 54 41 53 39 51 46 58 46 58 39 51 46 58 46 58 39 51 39 51 34,81
0,29 27 25 22 25 27 29 27 20 22 27 25 22 29 34 32 29 27 29 20 22 27 25 22 34,25
0,46 39 46 46 44 39 42 44 44 37 44 37 47 46 42 44 46 46 39 46 46 44 39 42 44 44 41 44 42 41 39 39 39,33
0,44 42 35 37 42 39 44 42 35 44 42 37 39 39,14
0,34 51 35 34 32 34 46 34 35 49 34 32 51 34 37 54 37 35 34 53 49 46 27 35 34 32 30 34 32 42 30 34 58 34 35 38 39 41 42 44 46 34 46 37 49 39 51 37 49 32 44 32 44 34 46 30 42 29 41 27 39 34 46 37 49 39 51 37 49 32 44 37 49 34 46 34 46 37 49 39 51 37 49 32 44 32 44 34 46 30 42 29 41 27 39 34 46 32 44 34 46 30 42 32 44 29 41 27 39 39 39,111
0,43 45 43 40 38 40 43 45 43 40 38 38 43 40 45 38 43 36 40 35 38 33 36 36 36 48 47 35 43 35 43 38 45 36 43 35 40 31 36 36 33 41 31 40 29 38 31 40 29 38 28 36 33 28 36 33 41 43 40 36 29 38 38,63
0,49 42 47 49 52 49 45 47 49 42 47 49 42 47 49 47 49 52 57 56 57 56 54 52 49 40 42 45 42 47 49 40 42 40 42 40 42 47 49 52 45 47 49 52 49 47 49 47 45 49 47 45 42 30,54
0,45 48 43 48 50 52 55 53 52 53 53 50 52 55 53 48 46 45 46 48 45 43 41 52 53 55 53 52 50 45 41 38 50 48 46 45 43 43 46 45 36,41
0,26 28 31 33 35 33 31 28 26 28 31 33 35 38 33 33 33 26 33 33 35 33 31 33 33 33 26 28 31 28 26 28 31 33 35 33 31 28 26 28 31 33 35 38 33 33 33 26 33 33 35 33 31 33 33 33 26 28 31 28 36,61
0,35 37 39 42 51 47 49 51 46 49 44 46 42 39 42 44 47 49 51 49 46 44 49 42 46 49 47 51,28
0,48 38 50 40 52 38 50 43 55 40 52 38 50 33 45 36 48 38 50 38 50 36 48 28 40 40 52 43 55 43 55 45 57 43 55 40 52 38 50 40 52 40 52 38 50 43 55 40 52 43,50
0,32 36 37 36 37 36 37 36 32 36 37 37 36 34 36 37 36 37 36 37 36 37 39 32 36 37 36 36 37 39 36 37 36 37 36 37 36 32 32 37 36 32 37 36 34 36 37 32 36 37 36 37 39 41 42 41 37 36 37 39 32 39 41 42 41 36 37 36 37 36 37 36 32 36 37 36 37 36 37 36 32 36 37 36 37 36 37 36 39 36 37 32 36 37 39 39 39 41 39 41 41 42 46 44 44 46 44 42 41 42 41 39 41 37 36 37 36 37 39 41 42 41 37 39 41 44 39 41 42 41 49,131
0,47 49 37 42 45 49 54 49 45 47 45 44 40 44 47 52 47 44 45 44 42 38 42 45 50 49 47 45 52 40 42 45 45 47 45 44 40 38 50 54 37 49 52,43
0,29 50 53 57 53 31 62 53 28 52 49 52 55 52 29 61 52 26 46 50 53 50 28 58 50 25 55 53 31 52 33 50 53 57 53 62 53 34 52 49 52 55 52 61 52 33 46 50 53 50 58 50 57 56 57 56 57 56 45 57,60
