intro,outro,solo
46 44 46 46 44 32 44 41 39 37 46 44 46 46 44 46 44 41 44 41 32 41 41 42 42 46 44 41 44 41 34 37 41 39 34 37 37,46 44 46 46 44 32 44 41 39 37 46 44 46 46 44 46 44 41 44 41 32 41 41 42 42 46 44 41 44 41 34 37 41 39 34 37 37,32 36 37 39 34 32 29 27 32 37 32 37 32 32 44 42 41 32 37 39 32 44 46 44 37 39 32 34 32 39 32 30 39 41 39 32 36 32 37 36 39 37 41 46
32 35 40 44 44 45 44 42 42 47 39 40 44 45 47 40 40 42 44 44 32 35 40 44 44 45 44 42 42 47 39 40 44 45 47 40 40 42 40,32 33 35 35 35 35 37 39 35 42 40 40 39 42 35 37 35 35 42 40 44 44 40 42 44 44 44 45 44 42 44 40 37 39 40 42 40 40 37 44 44 42 32 35 40,39 39 40 42 42 40 39 39 40 44 44 42 42 40 40 42 42 44 44 42 42 45 45 44 42 42 40 40 39 39 40 42 42 40 40 39 39 40 44 44 42 42 40 40 42 44 44 42 42 45 44 40 32
52 50 50 52 48 45 52 52 50 50 52 48 45,48 48 45 50 48 50 52 50 50 48 48 48 50 52 50 48 52 52 52,43 55 43 55 40 52 43 55 45 57 48 60 43 55 43 55 40 52 43 55 48 60 45 57 43 55 43 55 40 52 43 55 45 57 48 60 43 55 43 55 40 52 43 55 48 60 45 57 48
48 46 46 48 46 46 55 53 51 46 48 46 46,34 36 34 39 41 43 46 48 48 46 43 41 39 41 43 43 43 41 43 41 39 36 34 36 39,41 43 44 43 41 44 43 44 45 46 47 48 49 50 51 51 48 51 53 51 48 46 51 53 51 48 46 43 60 58 39 55 58 38 53 51 48 51 51 50 48 46 51 51 50 50 48 46 34 51
51 48 44 46 48 48 48 46 44 46 46 48 46 44 46 48 41 41 48 48 41 48 48 46 43 31 32 31 29,44 41 44 41 44 44 43 43 43 44 43 44 41 44 41 44 43 43 43 44 43 44 41 44 41 44 44 48 48 48,41 41 34 32 36 44 41 39 44 41 39 36 34 34 36 34 32 34 34 32 29 32 36 41 44 43 41 43 48 48 46 44 41 44
43 48 48 48 43 43 41 39 39 41 43 44 43 41 39 36 38 39 39 39 39 41 41 36 36 38 39 39 39 39 44 43 39 36,44 49 49 49 44 44 42 40 40 42 44 45 44 42 40 37 39 40 40 40 40 42 42 37 37 39 40 40 40 40 45 44 44 49 49 49 44 44 42 40 40 42 44,48 51 50 48 51 50 48 50 51 50 43 48 51 50 48 51 50 48 50 51 50 48 36 48 48 48 46 43 43 41 39 36 39 39 41 44 46 46 48 50 51 53 53 51 53 54 44
39 37 35 32 32 32 32 30 32 35 39 39 39 37 39 30 30 30 39 37 32 30 35,27 25 27 30 32 27 30 30 30 32 35 35 35 37 39 30 30 32 30 32 32 32 30 32 39 37 35 37 39 37 35 32 35 35,44 39 42 42 44 47 44 47 44 47 49 47 51 49 47 44 42 32 39 30 39 37 39 37 39 42 39 42 44 39 42 32 42 44 47 35 44 47 44 47 49 32 47 49 51 30 44 47 49 27
36 39 41 41 41 39 41 39 32 34 36 41 41 41 44 46 46 41 41 41 44 36 34 34 34 36 39 39 36 34 34 34 36 29 34 34 34 36 39 39 39 43 43 39 41,34 36 39 36 34 36 36 27 29 32 32 29 32 34 36 39 39 34 36 41 36 36 39 41 34 34 36 34 32 34 36 39 36 34 36 36 27 24 32 31 29 36 41 41 41,36 41 41 44 46 46 46 43 41 39 36 39 41 39 41 41 39 32 34 36 39 36 34 32 34 36 34 36 34 32 29 36 39 41 41 44 43 39 41 34 29 46
31 31 31 28 26 35 35 38 40 38 40 38 33 35 38 40 38 35 38 40 40 38 35 33 35 31 33 35 35 43 40 38 40 43 40,38 38 35 38 35 35 33 31 28 31 28 26 23 26 28 35 35 28 31 33 31 28 31 31 35 33 31 33 35 35 38 35 33 31 28 28 31,38 38 40 40 38 38 35 35 38 35 38 35 35 31 31 28 28 26 28 31 31 31 31 33 31 28 31 28 26 26 28 26 31 31 31 33 31 33 38 35 35 38 40 38 40 38 35 38 40 38 40 38 35 38 26 26 38 35 33 31 33 31 26 31 38
28 31 33 26 28 30 36 36 34 34 34 33 31 33 24 24 24 26 28 34 34 33 33 33 31 29 31 29 28 26 26 26 28 29 26 31 31 29 28 26 25 28 29 28 28 29 28 26,29 29 28 26 24 22 29 29 28 28 26 24 22 21 28 28 26 24 26 26 24 22 21 19 29 28 25 26 26 26 28 29 36 36 34 34 34 33 31 33 24 24 24 26 28,25 26 28 29 31 33 36 34 38 36 31 36 33 33 36 33 38 34 34 34 34 34 33 31 29 28 33 25 26 28 29 33 38 29
44 48 44 44 41 44 51 53 51 51 44 44 48 44 44 41 44 51 53 51 51 44,32 36 34 37 37 36 34 39 43 44 44 48 43 41 39 39 41 44 44,51 49 51 49 48 44 46 32
23 35 33 32 33 35 33 28 28 28 30 32 30 32 33 35 35 35 40 39 35 32 30 32 33 32 33 32 28 32 30 32 33 35 35 35 40 39 35 32 30 32 25 28 28 27 25 30 28,23 30 30 30 28 30 32 23 27 27 27 25 27 28 23 35 33 32 33 35 28 30 32 30 23 30 30 30 28 30 32 23 27 27 27 25 27 28 23 35 33 32 33 35 33 28 28 28 30 32 30 32 33 35 35 35 40 39 35 32,37 40 32 37 40 44 37 40 42 37 40 42 35 40 42 40 47 37 40 42 40 37 40 42 40 35 40 42 40 47 37 40 42 40 37 40 42 40 35 40 42 40 47 37 40 42 40 37 40 42 40 35 42 47 42 35 23
43 46 43 41 38 31 38 36 36 36 36 34 36 36 38 41 43 43 36 36 36 38 43 46 43 41 36 36 36 38 41 43 38 36 34,38 38 41 36 38 34 31 29 31 34 34 31 43 41 34 38 36 36 36 36 34 36 38 41 38 36 34 31 36 36 36 38 36 34 36 38 41 38 41 41,38 38 41 36 36 38 34 31 29 38 41 43 43 46 43 41 41 38 36 36 38 41 43 41 43 41 38 41 38 36 34 41 43 36 34 36 41 38 36 34 38 50
26 30 33 35 35 35 35 35 30 33 30 28 26 26 26 28 28 28 30 28 28 28 26 30 33 35 35 35 35 35 30 33 30 28 26 26 26 28 28 28 30 28 30 28 26,30 30 30 30 33 33 33 31 30 26 26 26 26 28 28 26 28 30 30 30 30 30 33 33 33 31 30 26 26 26 26 28 28 26 25 26 30 30,43 45 42 47 45 38 40 42 38 43 42 38 37 35 37 38 33 38 31 42 40 42 43 45 50 49 45 42 43 42 43 45 47 45 43 45 43 42 40 38 35 37 38 40 42 42 40 38 37 38 30
44 46 44 42 41 39 44 41 42 41 39 37 39 42 37 44 42 46 46 47 46 44 42 44 45 44 42 45 42 37 42,42 41 42 46 41 39 41 37 39 39 41 42 44 42 44 47 46 44 44 42 42 41 42 46 41 39 41 37 39 42 42 42 44 46 47 46 42 44,54 42 44 46 51 49 49 35 37 39 46 44 54 42 44 46 51 53 49 46 44 42 42 46
34 41 39 37 39 37 41 37 41 39 44 46 41 44 44 44 44 44 41 39 41 41 41 39 41 39 37 34 37 41 39 39 39 39 39 37 39 39 37 46 44 37 39 44 46 41 44 44 44 44 44 41 39 41 41 49 48 49 49 48 46 39 41 42 42 42 46 44 41 39 41 39 37,37 37 37 34 41 39 32 41 39 37 37 34 37 37 37 32 41 39 39 39 41 44 41 41 44 46 46 46 46 44 46 41 39 41 44 41 44 39 39 41 41 39 37 34 34 37 34 41 39 37 39 37 41 37 41 39 44 46 41 44 44 44 44 44 41 39 41 41 41 39 41 39 37,29 32 29 37 25 27 27 30 30 30 34 30 34 30 34 30 34 27 32 36 32 37 39 41 39 37 37 41 41 42 41 32 37 41 39 37 39 37 39 37 44 44 44 46 46 46 44 44 46 46 46 41 42 44 44 48 48 44 46 44 44 46 44 44 44 44 44 49 27 29 30 32 34 36 37 39 41 42 44 48 49 46 48 49 48 48 49 49 25 37
44 47 44 49 49 44 42 47 44 47 44 49 49 44 42 44 42 44 32 35 32 35 37 39 37 37 37 37 35 37 40 42 42 42 44 47 35 47 49 44 42 40,32 44 42 40 40 32 35 44 42 40 37 42 44 42 44 35 32 35 37 39 37 42 42 42 44 40 42 37 35 47 44 42 44 47 37 35 37 40 42 44 39 37 35 37 35 39 37,35 37 39 40 42 44 47 44 47 44 49 47 49 44 42 40 42 44 47 44 47 44 49 49 47 44 42 44 42 44 35 32 35 37 39 37 37 47 42 47 44 42 40 32
35 37 37 40 37 35 37 32 37 35 35 37 35 32 35 35 37 30 30 32 28 30 28 30 28 25 23 32 30 32 35 28 25 23 32 30 32 35 28 37 35 37 40 32 35 37 30 32 23 25 23 25 28,32 35 37 40 37 37 32 37 35 35 37 35 32 35 35 37 40 40 40 42 40 40 37 35 37 35 32 35 37 37 40 37 35 37 32 37 35 35 37 35 32 35 35 37 30 30 32 28 30 28 30 28 25 23,42 44 47 40 37 35 44 42 44 47 40 49 47 49 52 44 47 49 42 44 40 37 35 42 40 39 37 35 44 42 44 47 40 37 35 44 42 44 47 40 49 47 49 52 44 47 49 42 44 35 37 35 37 40 32
51 51 53 46 46 48 46 48 51 51 46 48 46 46 48 43 36 36 39 43 41 41 41 43 46 48 39,36 36 36 43 43 43 41 39 41 43 41 34 34 46 46 46 46 46 46 41 43 41 43 44 44 44 43 44 41 41 43 43 41 39 36 38 39 39 39 39 39 41 38,41 43 48 51 48 51 43 48 41 43 48 43 41 46 41 46 41 43 48 41 46 41 46 34 36 41 39 43 43 44 36 51 39 51 41 39 41 41 43 43 46 46 50 51 41 53 39 51 46 46 58 58 44 56 43 55 41 53 39 51 36 48 34 46 36
42 42 34 37 34 32 30 30 39 37 39 39 39 30 27 30 37 34 34 32 42 42 34 37 34 32 30 30 39 37 34 30 30 27 27 34 32 32 25 25 37 37 32 34 30,34 37 37 34 37 34 34 30 30 27 30 34 37 39 37 34 32 34 37 34 32 34 30 30 27 34 25 27 34 30 30 27 34 34 32 32 30 27 34 32 32 25 37 37 32 34 30 42,42 41 39 37 32 34 35 34 32 30 37 35 39 39 42 34 37 32 34 35 39 34 32 37 34 39 39 46 46 51 51 58 34 39 39 46 46 51 51 58 44 46 47 51 42 44 47 59 46 58 42 54 44 56 34
44 44 44 42 35 40 42 44 35 37 35 37 44 42 37 37 42 42 37 40,49 40 49 47 47 44 47 40 35 44 42 40 35 42 35 42 40 44,47 44 45 47 45 44 44 44 45 47 52 45 44 42 40 47 47 49
42 44 45 45 45 45 47 49 49 47 45 45 44 42 42 42 40 42 44 45 44 45 44 45 44 45 44 39 40 44 40 39 37,37 37 37 37 39 40 40 40 40 42 44 44 42 40 37 39 42 42 42 42 44 45 45 45 45 47 49 49 47 45 45 44 44 42 42 42 40 42 40 40 40 39 37 44 42 42 42,47 49 49 49 49 42 42 45 49 49 49 51 52 52 52 52 51 51 51 47 47 47 42 42 42 42 44 44 45 45 47 47 40 40 42 40 40 42 42 42 42 49 49 51 51 52 52 51 51 47 47 47 45 45 45 45 44 44 45 47 44 42 40 42 42 42 37 37 37 42 42 42 44 44 42 42 42 42 44 44 39 42 32 37
45 47 50 47 45 45 47 50 50 50 47 54 54 52 50 52 50 50 52 54 54 52 50 47 47 50 47 45 47 45 42 40 42 40 38,42 40 42 45 47 45 42 40 38 40 42 40 42 40 42 40 38 35 38 35 33 33 35 38 38 40 42 45 45 42 45 47 47 45 42 40 42 40 42 47 45 42 40 38,38 38 40 42 45 47 50 47 45 38 42 42 47 45 42 40 38 35 38 38 40 42 35 38 38 35 42 33 40 45 42 40 45 45 42 40 45 45 47 38 42 40 45 42 40 38 35 40 42 40 38 35 33 42 40 38 45 42 40 42 40 38 42
40 42 45 42 40 37 40 40 40 40 42 45 42 40 33 35 30 33 35 42 40 42 40 42 37 35 33 33 35 33 35 33 35 37 40,28 28 28 42 40 40 37 37 35 35 33 37 28 28 28 42 40 40 37 37 35 35 33 35 35 35 35 37 40 37 40 42 40 37 35 33 30 28 42 40 42 37 35 33,40 42 45 47 42 40 37 35 37 30 40 37 35 37 40 37 45 44 42 40 42 37 40 37 35 37 40 37 42 40 37 35 37 40 37 35 33 35 37 40 33 35 30 33 30 28 28
51 51 49 44 49 46 42 39 39 41 42 46 44 49 46 46 49 51 51 49 44 49 46 42 39 46 44 42 46 44 46 39,39 42 41 42 44 46 49 46 39 42 41 42 44 42 42 44 46 44 42 44 42 41 42 41 39 37 39 42 41 42 44 46 44 42 44 46,35 34 35 42 35 34 32 34 32 34 44 49 46 29 32 30 29 27 22 34 27 29 46 37 39 41 42 44 45 34 46 32 44 41 42 44 46 47 48 37 49 47 34 46 35 44 42 44 32 46 44 46 44 46 44 46 44 46 44 46 44 46 44 42 44 34 46 32 37 39 42 44 30 42 44 46 39 27 51
45 47 45 50 47 45 47 45 52 47 45 47 45 55 54 50 45 47 43 45 47 45 50 47 45 47 45 52 47 47 45 55 54 55 54 50 52,43 45 47 45 50 47 45 47 45 52 47 45 47 45 55 54 50 45 47 43 45 47 45 50 47 45 47 45 52 47 47 45 55 54 55 54 50 52,50 52 52 50 52 52 52 54 52 50 47 52 54 52 50 47 47 50 52 52 50 52 52 52 54 52 50 47 35 47 38 50 40 52 40 52 38 50 40 52 40 52 40 52 42 54 40 52 38 50 40 52 40 52 42 54 40 52 38 50 35 47 31 43 33 45 35 47 33 45 35 47 33 45 42 54 38 50 40 52 43
49 47 49 47 49 51 51 54 51 49 51 51 54 56 59 59 56 54 51 54 56 56 59 56 54 56 51 54 56 56 59 59 56 54 56 51 49 47,39 47 47 42 47 47 42 47 47 42 47 47 42 47 47 42 44 39 47 47 42 47 47 42 47 47 42 47 47 42 47 47 47 49 51 52 49 44 52 49 44 51 49 44 51 49,34 35 34 35 34 35 34 35 34 35 34 35 34 35 34 35 34 39
46 44 44 36 41 43 41 39 39 41 44 41 41 39 36 39 39 36 34 34 36 39 39 39 39 36 36 39 34 32 29 29 36 34 36 39 36 34 29 32,32 34 36 34 36 39 44 41 39 41 44 41 41 39 36 39 39 36 34 34 36 39 39 39 36 34 36 34 32 29 29 36 34 34 32 34 32 34 41 39,48 46 48 44 46 48 51 53 51 53 48 51 53 56 53 56 53 56 58 55 56 55 53 51 39 44 41 36 41 34 39 32 48 49 48 46 48 46 44 43 32 44
33 40 38 40 45 40 38 40 36 36 36 36 38 38 36 38 40 38 40,40 40 38 40 43 45 40 38 40 48 45 43 40 38 36 33 43 40 38 45 40 38,45 52 45 45 43 45 57 55 57 55 52 52 38 38 36 38 50 48 50 48 45 45 40 43 55 55 55 52 55 57 40 40 40 40 40 40 40 38 40 40
36 38 29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 34,34 34 33 34 33 33 34 33 29 31 31 33 34 34 33 34 33 31 29 34 34 36 38,41 43 46 48 50 48 50 46 48 48 46 48 45 46 29 31 34 31 34 36 34 36 36 38 41 41 43 46 48 50 34
38 40 38 40 43 43 43 47 45 43 43 43 43 43 43 38 45 45 45 42 40 38 40 43 43 43 43 43 35 38 38 38 38 40 43 43 43 40 38 38 40 38 40 43 43 47 45 43,35 35 35 26 35 33 33 33 35 33 31 40 40 40 31 40 38 38 40 38 35 31 33 31 40 40 40 38 40 38 43 45 42 40,45 43 41 43 38 41 38 41 38 43 38 41 47 45 38 43 45 47 48 47 45 35 43
44 44 44 36 34 44 44 39 34 36 44 44 34 36 36 41 44 44 36 39 37 44 44 41 44 46 44 44 44 34 32 34 32,36 36 36 34 32 34 32 29 27 29 32 34 32 41 41 32 34 36 39 39 36 36 39 41 36 39 41 44 36 32 36 36 34 34,32 34 44 43 39 44 43 39 34 36 44 43 39 44 43 39 32 34 34 36 37 36 32 36
33 35 36 40 35 33 35 36 38 40 38 33 35 31 33,28 23 30 23 31 30 28 26 23 21 31 30 28 26 21 23 23 28,42 43 23 28 47 31 30 42 28 38 36 26 38 43 45 47 45 43 42 40 38 40 40 43 28
29 27 29 29 29 29 29 25 32 29 29 27 29 27 29 29 20 29 27 29 20 34 32 34 37 37 37 37 37 37 29 29 32 27 27 27 29 32 32 29 27 29 25,37 34 37 37 37 37 37 37 34 32 37 34 37 37 37 37 37 37 29 29 32 37 34 37 37 37 37 41 41 34 32 27 27 27 29 29 32 32 29 27 29 25 29 27 29 29,37 39 34 39 34 39 41 42 41 37 41 37 32 30 29 39 34 39 34 39 34 37 41 42 44 41 39 41 37 39 34 37 46 46 44 41 46 53 53 53 51 49 51 46 49 32 34 42 41 39 37 34 39 34 36 37 39 37 36 34 36 34 32 30 29 25 20 22 25 27 29 37 34 37
51 49 47 47 44 47 47 44 47 49 47 52 51 49 47 47 44 47 47 44 47 49 40 40 52 52 49 49 49 47 40 44 47 35 44 42 42 42 42 42 40 44 42 52 51 49 47 47 44 47 47 44 47 49 47 52 51 49 47 47 44 47 47 44 47 49 40 40 52 52 49 49 49 47 40 44 47 35 44 42 42 40 42 35 44 42 40 40,35 44 42 44 47 47 42 44 44 42 40 40 40 42 40 44 37 40 42 42 42 40 44 47 37 40 42 42 44 42 40 42 35 44 42 44 47 47 42 44 44 42 40 40 40 42 40 44 37 40 42 42 42 42 40 44 47 44 47 49 49 49 51 49 47,37 40 44 45 47 45 44 42 44 42 40 37 44 45 44 35 32 30 28 25 32 37 39 40 44 42 40 39 37 35 32 28 25 27 25 23 20 18 16 23 25 27 28 30 35 39 40 44 45 47 35 37 40 37 40 44 42 40 40 37 40 37 35 37 35 32 35 32 28 28 30 28 25 25 23 25 27 30 28 35
39 39 47 47 47 47 47 47 42 44 42 40 37 37 40 47 45 45 44 44 42 42 40 44 35 44 42 42 40,37 39 40 39 37 39 35 37 35 33 35 32 37 39 40 39 37 39 35 42 42,37 39 40 35 37 39 33 35 37 33 32 33 35 35 37 39 37 37
38 43 43 43 43 46 45 43 43 41 41 43 43 43 45 45 45 45 43 41 43 43 36 38 38 43 43 45 43 46 41 38 36 34 38 36 38 41 43 41 38 36 36 38 33 29 33 31,26 31 31 31 31 34 31 29 26 31 31 34 36 36 36 34 36 41 38 38 43 43 41 43 46 43 41 36 36 36 34 38 36 36 38 41 43 41 38 36 38 36 34 33 31 38,38 43 43 43 46 45 43 43 41 43 45 45 43 41 43 43 41 38 38 43 43 43 46 43 43 41 38 36 34 38 36 36 38 41 41 43 41 38 36 36 29 33 31 26
37 37 35 33 35 33 30 33 35 37 40 42 40 37 35 35 33 35 37 35 33 35 37 28 25 28 30 30 33 35 33 30,37 37 35 33 35 33 30 33 35 37 42 40 37 35 35 33 35 37 35 33 35 37 28 25 28 30 32 35 33 30,30 33 37 40 37 40 37 30 33 35 37 42 40 37 40 35 37 40 35 30 33 35 33 37 33 35 30 33 35 33 37
48 48 45 48 50 48 45 43 41 38 41 36 38 41 43 45 48 45 43 41 38 45 43 48 45 48 50 48 45 43 41 41 38 41 36 36 38 41 43 45 48 45 45 43 41 38 43 41,45 48 48 45 46 45 43 45 41 41 45 48 50 50 48 48 41 41 45 45 43 45 46 48 48 49 45 43 45 43 41 41 38 43 41 38 50 50 50 48 43 45 43 38 41 53 50 50,43 45 43 41 43 38 41 38 36 38 33 36 33 31 33 31 29 26 24 26 29 26 29 31 29 31 33 24 26 29 26 29 31 33 33 31 29 29 31 33 36 38 36 38 40 38 36 36 31 33 36 41 43 45 43 41 36 26 24 26 29 26 29 31 29 31 29 29 31 29 45
40 37 40 42 37 40 42 45 42 45 42 45 47 52 40 42 37 40 42 45 45 42 40 37 35 40 37 37 40 42 45 42 45 42 45 47 52 40 42 37 40 42 49 47 45 44 45 42,42 42 40 35 33 35 40 37 35 37 40 42 37 35 40 37 42 44 40 35 33 35 40 42 37 35 37 40 37 28 35 28 32 30 30 37 35 35 33 35 40,52 54 52 54 57 49 47 45 47 45 47 45 52 50 52 54 54 52 49 47 40 45 42 45 47 40 38 35 33 35 38 38 35 33 40 38 35 42 40 42 47 45 42 45 47 50 52 50 52 50 52 50 52 50 52 50 52 50 52 50 52 50 52 54 52 54 52 54 52 54 52 54 57 54 45 47 52 54 57 59 57 59 62 64 42
46 46 39 37 44 44 39 42 42 42 46 41 39 46 46 46 51 49 46 46 39 42 41 39 37 39 46 46 46 39 37 44 44 39 42 42 39 41 39 46 46 46 51 49 46 46 39 42 41 37 39,39 46 46 46 39 37 44 44 39 42 42 39 41 39 46 46 46 51 49 46 46 39 42 41 37 39,44 42 41 44 42 41 39 47 46 44 42 41 46 44 42 41 44 42 41 39 47 46 44 49 49 39 41 42 44 46 44 42 41 44 42 41 39 47 46 44 42 41 46 44 42 41 44 42 41 39 47 46 44 49 49 39
39 39 51 51 50 48 46 39 39 38 39 48 48 48 48 46 43 46 46 43 43 44 46 43 39 48 46 43 41 41 39 39,39 41 43 41 39 38 39 34 39 39 39 39 38 38 36 38 34 39 41 43 46 41 43 41 39 46 43 41 39 41 41 41,46 44 43 44 46 51 49 50 46 46 47 48 51 53 54 55 48 51 54 55 48 51 54 55 48 51 44 46 44 43 41 41 47 48 46 46 44 39
53 51 46 51 51 51 51 51 54 49 44 46 47 47 47 47 47 49 46 44 49 49 49 59 58 56 54 49 56 54 53 51 46 51 51 51 51 51 54 49 44 46 44 42,49 49 49 59 58 56 54 49 56 54 53 51 46 51 51 51 51 51 54 49 44 46 47 47 47 47 47 49 46 44 49 49 49 59 58 56 54 49 56 54 53 51 46 51 51 51 51 51 54 49,46 44 46 42 49 47 46 47 46 44 42 49 37 39 41 42 42 42 44 46 44 46 47 49 54 53 54 54 49 54 53 54 61 49 54 53 54 49 47 49 54 59 58 59 58 54 49 54 37 39 42 44 42 44 46 47 46 47 49 51 49 49
46 46 46 42 44 44 46 48 46 44 44 41 39 41 42 42 42 34 36 36 37 46 44 41 39 37 39 46 46 46 48 49 48 48 49 51 48 46 44 39 39 39 46 44 44 36 39 37,46 46 46 42 44 44 46 48 46 44 44 41 39 41 42 42 42 34 36 36 37 46 44 41 39 37 39 46 46 46 48 49 48 48 49 51 48 46 44 39 39 39 46 44 44 36 39 37 46,37 44 44 41 41 39 37 39 46 44 37 39 41 44 46 49 48 49 48 46 44 41 39 44 56 44 56 41 53 41 53 39 51 37 49 39 51 46 58 44 56 37 49 39 51 41 53 44 56 46 58 49 61 48 60 49 61 51 63 48 60 49 61 46
44 46 47 49 42 51 44 44 44 46 47 49 51 49 42 47 44 46 47 40 40 47 46 44 44 42 52 51 54 51 44 44 51 49 47 49 42 42 49 47 44 46 47 44 46 47,39 37 35 39 39 37 35 34 35 32 44 44 44 42 39 42 42 46 47 40 37 44 46 42 42 40 39 44 44 42 40 39 37 37 39 37 35 39,32 34 35 37 39 40 42 44 44 42 40 46 42 42 39 44 39 44 42 42 42 40 40 40 39 39 39 37 44 44 42 35 47 46 46 46 46 44 44 35 35 44 42 42 39 44 39 42 44 42 32 32 40 40 39 40 42 37 39
41 43 45 45 45 45 45 45 43 45 45 45 45 45 48 48 46 50 50 48 50 50 48 52 52 52 50 48 43 45 45 45 43 45 45 48 46 45 43 41 43 43 41 43 41 43 41 43 45 45 45 45 45 45 43 45,41 41 41 43 45 40 41 40 36 38 41 41 41 41 41 45 40 40 40 40 41 40 36 36 38 38 41 45 43 40 41 43,24 26 27 26 24 38 45 43 43 48 45 45 43 33 37 40 43 44 45 47 49 52 52 50 53 28 41 29
46 46 46 46 39 42 44 42 39 51 51 51 53 51 46 49 48 46 44 46 51 51 46 47 46 44 42 44 44 44 46 37 39 44 41 39,46 46 46 46 39 42 44 42 39 51 51 53 51 46 49 48 46 44 46 51 51 46 47 46 44 42 44 44 44 46 37 39 44 41 39 46,39 39 37 39 41 39 37 34 36 34 32 34 36 32 34 39 44 46 51 51 49 46 44 46 42 39 32 44 46 34 41 29 39 27 37 25 22 34 27 39 46 39
38 40 47 43 43 43 45 38 40 36 43 43 43 38 40 36 40 40 40 38 36 38 38 40 41 40 38 36 38 31 40 38 36,43 45 43 40 38 40 43 45 43 40 36 38 43 45 43 38 35 36 35 36 38 40 38 40 41 43 43 43 45 38 40 36 43 43 43 38 40 36 40 40 40 38,43 45 47 43 48 45 50 43 52 40 38 52 36 52 48 36 45 36 48 48 47 55 52 55 52 35 43 48 45 35 43 45 38 45 36 43 35 40 31 36 36 33 41 31 40 29 38 31 40 29 38 28 36 31 35 36 33 38 40 41 28 36 38 40 41 33 36 41 43 40 36 55 57 29 38 59 60 59 57 59 60 43 59
46 48 50 46 45 46 45 46 48 45 43 45 43 43,41 39 38 36 38 38 38 46 38 45 38 43 38 41 43 43 43 45 41 39 41 41 41,29 27 31 38 36 33 31 29 41 39 38 39 38 31 36 33 41
32 30 28 30 28 25 25 30 35 32 32 30 28 25 35 35 32 30 32 30 28 30 28 25,32 35 37 37 35 37 32 30 32 30 32 35 37 37 35 37 35 35 32 32 35 37 37 35 37 32 30 35,37 39 40 42 44 44 49 51 52 54 56 59 61 52 49 47 49 61 59 56 54 49 52 54 49 47 49 52 49 47 49 49 47 44 40 42 44 49 47 44 42 40 42 44 32
35 33 35 37 40 37 35 33 35 32 30 25 28 30 33 35 37 30 33,33 35 37 40 30 28 25 28 28 30 33 35 37 40 30 33 35 33 35 37 40 37 35 33,49 47 49 52 49 47 45 47 54 42 40 39 37 35 52 42 47 49 52 49 47 40 45 33
33 36 38 38 45 43 41 40 43 41 40 38 36 38 36 38 45 43 48 45 33 36 38 38 45 43 41 40 43 41 40 38 36 38 36 38 45 43 40 38,41 43 45 48 50 48 45 43 41 41 40 41 40 38 45 43 48 45 41 43 45 48 50 48 45 43 41 41 40 41 40 41 41 41 43 45 48 45 53 52 50,41 45 43 48 45 33 36 38 45 43 48 45 43 41 43 45 43 41 40 38 36 38 38 36 40 38 41 41 40 38 36 38 36 40 36 38 41
39 37 35 37 32 37 40 39 37 37 35 30 35 32 25 30 30 32 35 35 35 37 35 32 32 30 32 32 37 40 39 37 37 44 42 40 42 39 39 39 40 42 42 42 44 40 39 37 35 37,25 32 32 32 32 32 30 28 30 30 28 27 25 27 27 27 28 30 23 23 23 28 27 28 30 32 25 37 37 35 37 37 35 32 30 30 25 32 30 23 35 35 35 35 35 32 30 28 27 23 27 25 25 32 32 32 32 32 30 28,44 47 44 44 42 44 42 44 42 40 47 49 49 47 44 47 49 44 42 40 25
45 50 52 50 48 48 50 52 48 50 50 50 50 52 50 52 50 48 45 45 43 38 48 47 45 43 43 43 45 50 50 50 45 48 45 38 45 43 41 40 40 40 43 45 43 45 41 40 40 43 43 36 38,38 38 45 45 43 41 43 45 43 40 43 43 36 38 38 38 45 45 43 41 43 45 43 43 43 45 46 45 43 45 45 50 50 43 45 43 41 43 45 50 50 43 45 43 41 36 38 40 40 43 45 43 40 40 41 41 40 38,38 53 45 53 52 50 41 40 48 48 50 52 48 45 38 50 41 43 45 50 53 45 53 57 52 55 50 53 38 41 43 50 55 50 36 48 50 48 47 33 45 40 36 33 31 43 38 43 45 33 50 36 45 48 45 38 38 43 45 43 41 36 40 43 24 45 48 29 41 28 40 26 38 38 38
33 35 37 40 40 37 35 33 30 28 30 33 35 37 40 35 28 40 35 33,28 25 28 30 33 35 37 40 40 42 37 35 33 33 37 35 35 37,28 30 28 25 28 33 35 30 33 35 33 30 33 37 40 35 40 40 40 40 42 37 40 35 37 33 30 30 28 30 28 28
52 49 47 46 47 49 42 46 49 52 51 51 49 49 47 46 44 47 44 49 47 46 47 46 47,42 42 42 42 42 47 45 47 45 42 42 45 50 49 49 47 45 40 42 43 43 42 47 47 47 45 40 45 45 45 42 40 38,54 52 54 54 54 52 57 55 54 52 54 42
42 47 47 47 45 42 40 40 40 38 40 45 42 42 40 38 42 43 35 37 38 40 33 33 42 40 38,38 37 30 38 37 38 40 38 37 38 37 33 30 38 37 30 38 37 38 40 38 37 38 37 35 30,49 57 52 54 49 26 30 25 28 26 30 26 30 25 28 26 30 38 30 33 38 38 40 50 54 57 52 45 33 40 45 38
